"","id_grid","X","id_discom","id_subdiv","x","y","area_intersection","id_intersect","area_subdiv","area_discom","weight_in_subdiv","weight_in_discom","area_grid","weight_in_grid"
"131","SHALIMARBAGH",29,"BRPL","Saraswati Vihar",-1060043.21782351,3277970.2802753,296667.964564089,29,154625990.987483,770007528.14153,0.00191861641545181,0.000385279304060986,91173957.3034005,0.00325386736891176
"132","SHALIMARBAGH",27,"BRPL","Patel Nagar",-1060526.54707483,3277214.28668514,2148188.81088506,36,55165059.5244254,770007528.14153,0.0389411128965411,0.00278982832293844,91173957.3034005,0.0235614299787
"133","SHALIMARBAGH",134,"NDPL","Patel Nagar",-1060904.92645999,3276597.26164239,168193.450021273,143,55165059.5244254,529592854.173835,0.00304891268986671,0.000317590104729897,91173957.3034005,0.00184475320580387
"134","SOW",156,"NDPL","Civil Lines",-1051172.52849675,3277922.26587652,295085.778256486,152,59705912.3093206,529592854.173835,0.00494232089994245,0.000557193655335135,42354579.304299,0.00696703362666938
"135","SOW",84,"BYPL","Shahdara",-1045450.82664489,3276980.16631991,2254933.27276202,124,5560166.02696866,186262579.403726,0.405551428109312,0.0121062066249734,42354579.304299,0.0532394208560382
"136","SOW",80,"BYPL","Seelampur",-1047147.44202583,3279518.8279797,31046646.1335481,92,45433670.2428217,186262579.403726,0.683340042035307,0.166682144276839,42354579.304299,0.733017459823922
"137","SOW",61,"BYPL","Civil Lines",-1050129.088762,3279080.48237958,3755580.748019,84,59705912.3093206,186262579.403726,0.0629013208702403,0.0201628301296029,42354579.304299,0.0886700047481715
"138","SOW",86,"BYPL","Seemapuri",-1042265.01606211,3278124.25829382,5002333.37171338,98,8752612.4752948,186262579.403726,0.571524603177966,0.026856351864809,42354579.304299,0.118106080945199
"139","SUBZI MANDI",141,"NDPL","Civil Lines",-1054422.42520137,3276947.34296987,15131163.8816013,150,59705912.3093206,529592854.173835,0.253428233425373,0.0285713142886075,34919818.9623221,0.433311635948846
"140","SUBZI MANDI",139,"NDPL","Paharganj",-1054750.65923173,3274819.43420315,462360.901948452,155,4014426.86723909,529592854.173835,0.115174822518672,0.000873049736801557,34919818.9623221,0.0132406443013731
"141","SUBZI MANDI",154,"NDPL","Karol Bagh",-1055295.8472493,3274859.95733651,5456.14099904244,156,4662103.07720218,529592854.173835,0.00117031753882129,1.03025200510948e-05,34919818.9623221,0.00015624768859568
"142","SUBZI MANDI",28,"BRPL","Patel Nagar",-1059408.78807157,3276683.25034082,1736362.98192649,43,55165059.5244254,770007528.14153,0.0314757746460453,0.00225499481299531,34919818.9623221,0.0497242836167048
"143","SUBZI MANDI",63,"BYPL","Civil Lines",-1056380.40168489,3275247.17148271,1025353.90059115,82,59705912.3093206,186262579.403726,0.0171734064673372,0.00550488403990524,34919818.9623221,0.0293630932536475
"144","SUBZI MANDI",59,"BYPL","Patel Nagar",-1057498.10309482,3275234.14669772,2255552.37433751,80,55165059.5244254,186262579.403726,0.0408873369082258,0.0121095304357865,34919818.9623221,0.0645923272618112
"145","SUBZI MANDI",142,"NDPL","Sadar Bazaar",-1054462.65056207,3275313.20096933,265087.735086651,153,4462705.43772793,529592854.173835,0.0594006794276822,0.000500550060291482,34919818.9623221,0.00759132615700775
"146","SUBZI MANDI",127,"NDPL","Patel Nagar",-1058662.25204874,3276370.67346752,1984540.32740477,146,55165059.5244254,529592854.173835,0.0359745887072972,0.00374729438239996,34919818.9623221,0.0568313463923183
"147","SUBZI MANDI",136,"NDPL","Saraswati Vihar",-1057234.87519489,3277844.26657407,4868765.17966612,135,154625990.987483,529592854.173835,0.0314873660538754,0.00919341177150397,34919818.9623221,0.139426988006995
"148","SUBZI MANDI",76,"BYPL","Saraswati Vihar",-1057463.55768125,3276054.75291999,76136.9380788225,78,154625990.987483,186262579.403726,0.00049239418025774,0.000408761321369844,34919818.9623221,0.00218033599088738
"149","SUBZI MANDI",52,"BYPL","Paharganj",-1053931.45130802,3273794.00135051,2458762.27760148,104,4014426.86723909,186262579.403726,0.612481521999301,0.013200516633414,34919818.9623221,0.0704116559210815
"150","SUBZI MANDI",62,"BYPL","Karol Bagh",-1055470.74624067,3274201.09003066,1368256.20007509,106,4662103.07720218,186262579.403726,0.293484759435265,0.00734584587229076,34919818.9623221,0.0391827976414029
"151","SUBZI MANDI",75,"BYPL","Sadar Bazaar",-1053222.57880875,3274838.17482074,2314785.37153647,86,4462705.43772793,186262579.403726,0.518695532079522,0.0124275384725514,34919818.9623221,0.066288584543754
"152","SUBZI MANDI",158,"NDPL","Model Town",-1054006.44318415,3278431.65199671,967234.751468738,138,23322509.042346,529592854.173835,0.0414721567783534,0.00182637424928557,34919818.9623221,0.0276987332755754
"153","VASANT KUNJ",99,"MES","Vasant Vihar",-1063290.99514305,3262809.43607791,2718134.00108276,25,97787044.6336408,47534041.6042452,0.0277964633379222,0.0571828927090434,72374188.6093107,0.037556676673168
"154","VASANT KUNJ",8,"BRPL","Hauz Khas",-1057708.68543999,3261866.27301384,5293898.6300277,62,164380210.216045,770007528.14153,0.0322052065943334,0.0068751258092306,72374188.6093107,0.0731462242513715
"155","VASANT KUNJ",122,"NDMC","Vasant Vihar",-1058044.3425605,3265161.58052295,670772.205568924,20,97787044.6336408,48353308.4082827,0.0068595201755199,0.0138723125190338,72374188.6093107,0.0092681136529195
"156","VASANT KUNJ",20,"BRPL","Delhi Cantonment",-1060550.59126372,3264357.74381457,6372970.57751492,65,74652275.951351,770007528.14153,0.0853687378756949,0.00827650424781762,72374188.6093107,0.0880558483621474
"157","VASANT KUNJ",49,"BRPL","Vasant Vihar",-1064284.93608837,3261520.12079049,51445177.4920266,69,97787044.6336408,770007528.14153,0.526094000332722,0.0668112656199521,72374188.6093107,0.710822165754938
"158","VASANT KUNJ",98,"MES","Delhi Cantonment",-1063253.11097758,3264695.85610548,5873235.70308983,23,74652275.951351,47534041.6042452,0.0786745699075171,0.123558517325093,72374188.6093107,0.0811509713054559
