"","Time","Central","East","New Delhi","North","North East","North West","South","South West","West"
"41","10:00 - 10:15",0.000636338778629532,0.000823016229544955,0.00542163422466796,0.00052071864623087,0.00073827926519336,0.00102313322714972,0.00116064613107691,0.000997957391911583,0.000694304801513824
"42","10:15 - 10:30",0.000633104803889318,0.000818833530349933,0.00547606879443373,0.000518986348118888,0.000734527212709617,0.00102674278772583,0.00115303928343111,0.000990673675398245,0.000692630176949418
"43","10:30 - 10:45",0.000628806182049511,0.000813273857330387,0.00551383944830189,0.000516108349328536,0.000729539958310204,0.00102599514986365,0.00114176774622932,0.00098020162057825,0.00068844919475283
"44","10:45 - 11:00",0.000622988149836931,0.000805749037068323,0.00553223610807774,0.000511917109269306,0.000722789886350067,0.00102213087193275,0.00112837576583285,0.000967943020594079,0.00068265197334165
"45","11:00 - 11:15",0.000615855020813625,0.000796523320907724,0.00552855515264236,0.000506258126271287,0.000714514041107385,0.00101237819388608,0.00111009358145731,0.000951713791663191,0.000673489579366526
"46","11:15 - 11:30",0.000608874872271037,0.000787495463847751,0.00551949107124956,0.000500800486610162,0.000706415683581444,0.00100360545404406,0.00109464238498538,0.00093830617447717,0.000665598143172394
"47","11:30 - 11:45",0.000601132464255393,0.00077748172954987,0.00550072973099566,0.000494719292442235,0.000697432953795704,0.000993609101276489,0.00107810516482092,0.000923980262320845,0.000656982808996536
"48","11:45 - 12:00",0.000593726731495931,0.000767903438146922,0.00548152854274632,0.000488878730170998,0.000688840834120632,0.000983818006714902,0.00106084328751699,0.000909312848275578,0.000648169301861898
"49","12:00 - 12:15",0.000584560944963941,0.000756048760535385,0.00546002728680398,0.000481685548127814,0.000678206702785229,0.000972041634204326,0.00103898942113533,0.000891082467222109,0.000637183903650687
"50","12:15 - 12:30",0.000576044720432291,0.000745034201562424,0.00543956306933441,0.000474752384528479,0.000668326192276362,0.000958692912085694,0.00102070229169273,0.000875626692401951,0.000627017200709575
"51","12:30 - 12:45",0.000566356490823516,0.000732503816064384,0.00542567509810416,0.000466949153560282,0.000657085923292606,0.000944317410187679,0.00100404090580167,0.000861383209198691,0.000617137212109208
"52","12:45 - 13:00",0.000553293844978726,0.000715609089714037,0.00541023544057022,0.00045578237936273,0.000641930661819241,0.000918712328002985,0.000982484439101363,0.000843441337267714,0.000602401227403626
"53","13:00 - 13:15",0.000533086490799853,0.000689473670965564,0.0053937857365531,0.000435959196593372,0.000618486120804767,0.000854540000467125,0.000945446859024267,0.000812808922538736,0.000571456645269835
"54","13:15 - 13:30",0.000519938786557611,0.000672468933338341,0.00533009575986424,0.000423839155395249,0.000603232174710444,0.000820281976302113,0.000923516522719587,0.000793695440951542,0.000554176480031606
"55","13:30 - 13:45",0.000514818275219911,0.000665846259888245,0.00524903439528692,0.000420883813849387,0.000597291365388791,0.00082394914841472,0.000916840506127371,0.000786248276802417,0.000552845979688319
"56","13:45 - 14:00",0.000513702807483975,0.000664403556597104,0.00518591981375764,0.000421984704503178,0.000595997201449564,0.000841562232657535,0.000913160813600182,0.00078175048268816,0.000556459582245323
"57","14:00 - 14:15",0.000511809573827324,0.000661954920621941,0.00514550456359826,0.000421457493044773,0.000593800674693987,0.000848367874126057,0.000909253389257001,0.000777210737714332,0.000556979840850005
"58","14:15 - 14:30",0.000508804749336704,0.000658068595592307,0.00511823693931496,0.000420003359784434,0.000590314481974838,0.000853219501570567,0.000904794278553805,0.000772467419809801,0.000556760889839668
"59","14:30 - 14:45",0.000506499311597963,0.000655086830628563,0.00510253814236943,0.000418688251304369,0.000587639716681778,0.000855019897914321,0.000899895544242455,0.000767384910269981,0.000555536323858759
"60","14:45 - 15:00",0.000503643538843173,0.000651393283411236,0.00508486276836689,0.000416721929808931,0.000584326453555639,0.000853999569810184,0.000894346079108426,0.000761805395210618,0.00055329600478653
"61","15:00 - 15:15",0.00050098391458375,0.000647953427153048,0.00506627730897334,0.000414672137827397,0.000581240761609965,0.000850943298643774,0.000890122073067694,0.000757645407252138,0.000550955216087779
"62","15:15 - 15:30",0.000497259866269384,0.000643136885547751,0.00503581089903785,0.000411730263937124,0.000576920126524679,0.000845972643887317,0.000882220462147865,0.000750526756460096,0.000546784567210817
"63","15:30 - 15:45",0.000494839041963379,0.000640005884012672,0.00500322058167721,0.000409835346849457,0.000574111489915028,0.00084290966480429,0.000877733604100575,0.000746673762909095,0.000544349268746611
"64","15:45 - 16:00",0.000494983552568724,0.000640192788500556,0.00497199681246855,0.000409663731820845,0.000574279150895483,0.000840348446881983,0.000876156022300915,0.000745574594478037,0.000543079205722284
"65","16:00 - 16:15",0.000497033602390188,0.000642844244503402,0.00495069576195597,0.000410887195940422,0.000576657615522548,0.000839268280484268,0.000879166506674971,0.000748598511777613,0.00054383907439529
"66","16:15 - 16:30",0.000499082679205312,0.000645494442057075,0.00492291856446467,0.000412064858799703,0.000579034951269165,0.000837752819851165,0.000884448888168719,0.000753375559158724,0.000545278292280736
"67","16:30 - 16:45",0.000503843691720762,0.000651652153485131,0.00489656052663051,0.000415447047900884,0.000584558670614155,0.000840456425431117,0.000893829356246906,0.000762324564198259,0.000549338103498648
"68","16:45 - 17:00",0.000511909768240822,0.000662084508242856,0.00487932679681425,0.000421299751085321,0.000593916920097313,0.000846218592831897,0.000906920380557419,0.000774777786109064,0.00055555838167987
"69","17:00 - 17:15",0.000524088864852482,0.000677836485820239,0.00487831205260115,0.000430581384542392,0.000608047089119134,0.000859203213565942,0.000928260932951526,0.000794293325026079,0.000566699723318512
"70","17:15 - 17:30",0.000537056471102546,0.000694608291595044,0.00486232838719157,0.000440241878337156,0.000623092085801928,0.000870888431305661,0.000950001185659401,0.000814090157561752,0.000577619665829407
"71","17:30 - 17:45",0.000554594440345415,0.000717291229999691,0.00484770953898937,0.000453147381523574,0.00064343961054888,0.00088515218744997,0.000979693192435536,0.00084044914530769,0.000592061014932446
"72","17:45 - 18:00",0.000573591957324951,0.000741861891603699,0.00486697930488488,0.000467751834479624,0.00066548050031888,0.000906625639497715,0.0010174725135109,0.000873684235743449,0.000611362700098672
"73","18:00 - 18:15",0.00059183814212639,0.000765460808915013,0.00491770482878588,0.000482022931706841,0.000686649695659765,0.000929603622082238,0.00105457576578441,0.000906061832085878,0.000630845569955735
"74","18:15 - 18:30",0.00060828515635859,0.000786732747849506,0.00496773341527866,0.000495001213621796,0.000705731496093371,0.000951418276533742,0.00108548203567137,0.000933113265675783,0.000647820041646149
